A direct method to solve optimal knots of B-spline curves: An application for non-uniform B-spline curves fitting	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0173857&type=printable
Adaptive knot placement in B-spline curve approximation	https://doi.org/10.1016/j.cad.2004.09.008
Multivariate locally adaptive density estimation	https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1072.9756&rep=rep1&type=pdf
Optimal Bandwidth Selection for Kernel Density Functionals Estimation	https://downloads.hindawi.com/journals/jps/2015/242683.pdf
Parameterization of randomly measured points for least squares fitting of B-spline curves and surfaces	https://doi.org/10.1016/0010-4485(94)00018-9
PDE-based Dynamic Density Estimation for Large-scale Agent Systems	https://arxiv.org/pdf/2006.11461.pdf
